id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
864215,F. Hernández,UTC,2022-09-11T02:05:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 14,Toluca,U.N.A.M. - Pumas,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
864216,D. Quintero,UTC,2022-09-11T02:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 14,Guadalajara Chivas,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864217,C. Ramos,UTC,2022-09-11T21:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 14,Cruz Azul,Mazatlán,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
864218,Ó. Mejía,UTC,2022-09-11T23:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 14,Atlas,Atletico San Luis,False,True,1.0,3.0,1.0,0.0,1.0,3.0,,,,
864219,Ó. Macías,UTC,2022-09-12T01:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 14,Pachuca,Club Tijuana,True,False,6.0,1.0,2.0,0.0,6.0,1.0,,,,
864220,C. Ramos,UTC,2022-09-17T00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 15,Puebla,Tigres UANL,True,False,2.0,1.0,2.0,1.0,2.0,1.0,,,,
864221,D. Quintero,UTC,2022-09-17T02:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Apertura - 15,Mazatlán,Toluca,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
864222,L. Santander,UTC,2022-09-19T02:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 15,Atletico San Luis,Pachuca,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
864223,M. Ortíz,UTC,2022-09-18T00:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 15,Monterrey,Atlas,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
864224,A. Escobedo,UTC,2022-09-18T01:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 15,Club America,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
864225,F. Guerrero,UTC,2022-09-18T22:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 15,U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
864226,Ó. Macías,UTC,2022-09-19T00:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 15,Santos Laguna,FC Juarez,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
864227,Ó. Mejía,UTC,2022-09-19T00:05:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 15,Leon,Club Queretaro,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
864228,D. Montaño,UTC,2022-09-19T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 15,Club Tijuana,Necaxa,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
864229,V. Cáceres,UTC,2022-08-03T01:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 16,Toluca,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
864230,Ó. Macías,UTC,2022-08-04T00:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 16,FC Juarez,Atletico San Luis,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
864231,L. Santander,UTC,2022-08-24T00:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Apertura - 16,Guadalajara Chivas,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864232,V. Cáceres,UTC,2022-08-24T02:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Apertura - 16,Club Queretaro,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
864233,M. Ortíz,UTC,2022-09-16T00:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 16,Cruz Azul,Leon,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
864234,Ó. Mejía,UTC,2022-08-25T02:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Apertura - 16,U.N.A.M. - Pumas,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
864235,F. Guerrero,UTC,2022-08-26T00:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - 16,Pachuca,Atlas,True,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,
864236,A. Escobedo,UTC,2022-08-26T02:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Apertura - 16,Club Tijuana,Santos Laguna,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
864237,F. Hernández,UTC,2022-09-24T00:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Apertura - 16,Necaxa,Mazatlán,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
864238,M. Ortíz,UTC,2022-10-01T00:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - 17,Puebla,Club America,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
864239,D. Quintero,UTC,2022-10-01T02:00:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Apertura - 17,FC Juarez,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
864240,Ó. Mejía,UTC,2022-10-01T22:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Apertura - 17,Atletico San Luis,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
864241,F. Hernández,UTC,2022-10-01T22:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - 17,Monterrey,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
864242,V. Cáceres,UTC,2022-10-02T00:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Apertura - 17,Atlas,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
864243,C. Ramos,UTC,2022-10-02T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - 17,Cruz Azul,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
864244,E. Morales,UTC,2022-10-02T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - 17,Toluca,Club Queretaro,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
864245,A. Escobedo,UTC,2022-10-02T23:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - 17,Santos Laguna,Mazatlán,True,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
864246,L. Santander,UTC,2022-10-03T01:00:00+00:00,,Estadio León,León de los Aldamas,2022,Apertura - 17,Leon,Club Tijuana,,,2.0,2.0,0.0,0.0,2.0,2.0,,,,
963835,C. Ramos,UTC,2022-10-09T00:00:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - Reclasificación,Tigres UANL,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
963836,M. Ortíz,UTC,2022-10-09T17:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Reclasificación,Toluca,FC Juarez,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
963837,F. Guerrero,UTC,2022-10-09T02:15:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - Reclasificación,Cruz Azul,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
963838,L. Santander,UTC,2022-10-09T21:30:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - Reclasificación,Puebla,Guadalajara Chivas,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0
965503,V. Cáceres,UTC,2022-10-13T02:06:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - Quarter-finals,Cruz Azul,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
965504,A. Escobedo,UTC,2022-10-16T23:06:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - Quarter-finals,Monterrey,Cruz Azul,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
965505,D. Montaño,UTC,2022-10-14T00:06:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Quarter-finals,Toluca,Santos Laguna,True,False,4.0,3.0,2.0,2.0,4.0,3.0,,,,
965506,L. Santander,UTC,2022-10-17T00:06:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Apertura - Quarter-finals,Santos Laguna,Toluca,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
965507,M. Ortíz,UTC,2022-10-13T00:06:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Apertura - Quarter-finals,Puebla,Club America,False,True,1.0,6.0,1.0,2.0,1.0,6.0,,,,
965508,D. Quintero,UTC,2022-10-16T01:06:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - Quarter-finals,Club America,Puebla,True,False,5.0,1.0,2.0,1.0,5.0,1.0,,,,
965509,F. Hernández,UTC,2022-10-14T02:06:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Apertura - Quarter-finals,Tigres UANL,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
965510,F. Guerrero,UTC,2022-10-17T02:06:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Quarter-finals,Pachuca,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
967071,M. Ortíz,UTC,2022-10-20T02:06:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Semi-finals,Toluca,Club America,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
967072,A. Escobedo,UTC,2022-10-23T01:06:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Apertura - Semi-finals,Club America,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
967073,C. Ramos,UTC,2022-10-21T02:06:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Semi-finals,Pachuca,Monterrey,True,False,5.0,2.0,2.0,2.0,5.0,2.0,,,,
967074,L. Santander,UTC,2022-10-24T01:06:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Apertura - Semi-finals,Monterrey,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
968247,M. Ortíz,UTC,2022-10-28T01:06:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Apertura - Final,Toluca,Pachuca,False,True,1.0,5.0,0.0,4.0,1.0,5.0,,,,
968248,A. Escobedo,UTC,2022-10-31T01:36:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Apertura - Final,Pachuca,Toluca,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
973610,F. Hernández,UTC,2023-01-07T01:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 1,Necaxa,Atletico San Luis,False,True,2.0,3.0,0.0,0.0,2.0,3.0,,,,
973611,M. Ortíz,UTC,2023-03-25T03:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Clausura - 1,Mazatlán,Leon,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
973612,V. Cáceres,UTC,2023-01-07T23:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 1,Club America,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
973613,L. Santander,UTC,2023-02-02T02:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Clausura - 1,Atlas,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
973614,A. Escobedo,UTC,2023-01-08T03:10:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Clausura - 1,Monterrey,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
973615,Ó. Macías,UTC,2023-01-08T18:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 1,U.N.A.M. - Pumas,FC Juarez,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
973616,Ó. Mejía,UTC,2023-01-09T01:00:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Clausura - 1,Santos Laguna,Tigres UANL,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
973617,D. Montaño,UTC,2023-01-10T03:10:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 1,Pachuca,Puebla,True,False,5.0,1.0,2.0,1.0,5.0,1.0,,,,
973618,D. Quintero,UTC,2023-01-09T03:10:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Clausura - 1,Club Tijuana,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
973619,I. Lopez,UTC,2023-01-13T03:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Clausura - 2,Atlas,Mazatlán,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
973620,D. Quintero,UTC,2023-01-14T01:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 2,Atletico San Luis,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
973621,J. Camacho,UTC,2023-01-14T03:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Clausura - 2,Puebla,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
973622,C. Ramos,UTC,2023-01-14T23:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 2,Cruz Azul,Monterrey,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
973623,F. Guerrero,UTC,2023-01-15T01:05:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 2,Toluca,Club America,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
973624,L. Santander,UTC,2023-01-15T03:10:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Clausura - 2,Santos Laguna,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
973625,V. Cáceres,UTC,2023-01-15T01:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 2,FC Juarez,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
973626,M. Ortíz,UTC,2023-01-16T01:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 2,Tigres UANL,Pachuca,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
973627,B. González,UTC,2023-01-17T03:05:00+00:00,,Estadio León,León de los Aldamas,2022,Clausura - 2,Leon,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
974323,C. Ramos,UTC,2023-01-21T03:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Clausura - 3,Mazatlán,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
974324,A. Escobedo,UTC,2023-01-21T03:10:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Clausura - 3,Club Tijuana,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
974325,F. Guerrero,UTC,2023-01-22T23:06:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Clausura - 3,Monterrey,Atletico San Luis,True,False,3.0,1.0,2.0,0.0,3.0,1.0,,,,
974326,Ó. Mejía,UTC,2023-01-22T01:10:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 3,Club America,Puebla,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
974327,M. Ortíz,UTC,2023-01-22T03:10:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Clausura - 3,Guadalajara Chivas,Toluca,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
974328,J. Camacho,UTC,2023-01-22T03:10:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 3,Necaxa,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
974329,E. Morales,UTC,2023-01-22T18:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 3,U.N.A.M. - Pumas,Leon,True,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
974330,Ó. Macías,UTC,2023-01-22T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 3,Club Queretaro,Atlas,,,3.0,3.0,2.0,2.0,3.0,3.0,,,,
974331,I. Lopez,UTC,2023-01-23T01:10:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 3,Pachuca,FC Juarez,True,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,
974332,M. Ortíz,UTC,2023-01-27T03:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Clausura - 4,Atlas,Santos Laguna,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
974333,J. Lopez,UTC,2023-01-28T01:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Clausura - 4,Puebla,Monterrey,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
974334,I. Lopez,UTC,2023-01-28T03:05:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Clausura - 4,Club Tijuana,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
974335,Ó. Mejía,UTC,2023-03-30T03:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 4,Club Queretaro,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0,,,,
974336,D. Montaño,UTC,2023-01-29T01:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 4,Tigres UANL,Atletico San Luis,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
974337,L. Santander,UTC,2023-01-29T03:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 4,Club America,Mazatlán,True,False,6.0,0.0,4.0,0.0,6.0,0.0,,,,
974338,C. Ramos,UTC,2023-01-29T03:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 4,FC Juarez,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
974339,A. Escobedo,UTC,2023-01-29T18:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 4,Toluca,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
974340,V. Cáceres,UTC,2023-01-30T01:00:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 4,Pachuca,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
974341,A. Escobedo,UTC,2023-02-03T03:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 5,Atletico San Luis,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
974342,C. Ramos,UTC,2023-02-04T01:00:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 5,Necaxa,Club Tijuana,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
974343,M. Ortíz,UTC,2023-02-04T03:05:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Clausura - 5,Mazatlán,FC Juarez,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
974344,G. Pacheco,UTC,2023-02-04T23:00:00+00:00,,Estadio León,León de los Aldamas,2022,Clausura - 5,Leon,Pachuca,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
974345,L. Santander,UTC,2023-02-05T01:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 5,Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
974346,D. Montaño,UTC,2023-02-05T03:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Clausura - 5,Santos Laguna,Club America,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
974347,D. Quintero,UTC,2023-02-05T18:00:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 5,U.N.A.M. - Pumas,Atlas,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
974348,E. Morales,UTC,2023-02-05T23:00:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Clausura - 5,Guadalajara Chivas,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
974349,V. Cáceres,UTC,2023-02-06T01:10:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Clausura - 5,Monterrey,Toluca,True,False,2.0,1.0,2.0,0.0,2.0,1.0,,,,
974350,J. Lopez,UTC,2023-02-10T01:05:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 6,Club Queretaro,Leon,False,True,0.0,3.0,0.0,2.0,0.0,3.0,,,,
974351,Ó. Mejía,UTC,2023-02-10T03:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Clausura - 6,Atlas,Monterrey,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
974352,E. Morales,UTC,2023-02-11T01:00:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Clausura - 6,Puebla,Mazatlán,True,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,
974353,L. Santander,UTC,2023-02-11T03:10:00+00:00,1088.0,Estadio Caliente,Tijuana,2022,Clausura - 6,Club Tijuana,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
974354,I. Lopez,UTC,2023-02-11T23:00:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 6,Club America,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
974355,G. Pacheco,UTC,2023-02-12T01:05:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 6,FC Juarez,Santos Laguna,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
974356,F. Hernández,UTC,2023-02-12T01:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 6,Tigres UANL,U.N.A.M. - Pumas,True,False,4.0,2.0,3.0,1.0,4.0,2.0,,,,
974357,A. Escobedo,UTC,2023-02-12T03:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 6,Pachuca,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
974358,M. Ortíz,UTC,2023-02-12T18:00:00+00:00,1089.0,Estadio Nemesio Díez,Toluca de Lerdo,2022,Clausura - 6,Toluca,Cruz Azul,True,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
974359,Ó. Macías,UTC,2023-02-15T01:05:00+00:00,,Estadio León,León de los Aldamas,2022,Clausura - 7,Leon,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
974360,C. Ramos,UTC,2023-02-15T01:05:00+00:00,1087.0,Estadio Universitario de Nuevo León,San Nicolás de los Garza,2022,Clausura - 7,Tigres UANL,FC Juarez,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
974361,F. Hernández,UTC,2023-02-15T03:05:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 7,Atletico San Luis,Club America,False,True,1.0,3.0,1.0,2.0,1.0,3.0,,,,
974362,B. González,UTC,2023-02-16T01:05:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Clausura - 7,Monterrey,Club Queretaro,True,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
974363,D. Montaño,UTC,2023-02-16T01:05:00+00:00,1076.0,Estadio AKRON,Zapopan,2022,Clausura - 7,Guadalajara Chivas,Club Tijuana,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
974364,F. Guerrero,UTC,2023-02-16T03:05:00+00:00,1080.0,Estadio Victoria de Aguascalientes,Aguascalientes,2022,Clausura - 7,Necaxa,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
974365,E. Miranda,UTC,2023-02-17T03:00:00+00:00,10546.0,Estadio de Mazatlán,Mazatlán,2022,Clausura - 7,Mazatlán,Pachuca,False,True,2.0,3.0,0.0,1.0,2.0,3.0,,,,
974366,C. Ramos,UTC,2023-02-23T02:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 7,Cruz Azul,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
974367,F. Guerrero,UTC,2023-02-24T02:05:00+00:00,1085.0,Estadio Nuevo Corona,Torreón,2022,Clausura - 7,Santos Laguna,Toluca,False,True,0.0,5.0,0.0,2.0,0.0,5.0,,,,
974368,Ó. Mejía,UTC,2023-02-18T23:00:00+00:00,1795.0,Estadio Alfonso Lastras Ramírez,San Luis Potosí,2022,Clausura - 8,Atletico San Luis,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
974369,I. Lopez,UTC,2023-02-18T01:06:00+00:00,1845.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,2022,Clausura - 8,FC Juarez,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
974370,E. Galván,UTC,2023-02-18T03:05:00+00:00,1082.0,Estadio Cuauhtémoc,Puebla,2022,Clausura - 8,Puebla,Cruz Azul,False,True,1.0,3.0,0.0,1.0,1.0,3.0,,,,
974371,G. Pacheco,UTC,2023-02-19T23:06:00+00:00,11905.0,Estadio BBVA,Guadalupe,2022,Clausura - 8,Monterrey,Necaxa,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
974372,A. Escobedo,UTC,2023-02-19T01:05:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2022,Clausura - 8,Atlas,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
974373,M. Ortíz,UTC,2023-02-19T03:05:00+00:00,1083.0,Estadio Olímpico de Universitario,D.F.,2022,Clausura - 8,U.N.A.M. - Pumas,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
974374,F. Hernández,UTC,2023-02-19T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Querétaro,2022,Clausura - 8,Club Queretaro,Mazatlán,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
974375,F. Guerrero,UTC,2023-02-20T01:05:00+00:00,7182.0,Estadio Azteca,D.F.,2022,Clausura - 8,Club America,Club Tijuana,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
974376,L. Santander,UTC,2023-02-20T03:05:00+00:00,1081.0,Estadio Hidalgo,Pachuca de Soto,2022,Clausura - 8,Pachuca,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
